date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,incidents,department_name
2020-11-23,-14.0,-1.8571428571428572,4.428571428571429,-25.428571428571427,-21.428571428571427,7.0,-2.9158145429290525,Asheville Fire Department (73930)
2020-11-30,-21.285714285714285,-5.428571428571429,2.4285714285714284,-29.142857142857142,-36.0,10.142857142857142,-7.113731574580148,Asheville Fire Department (73930)
2020-12-07,-16.714285714285715,-6.0,-22.857142857142858,-30.142857142857142,-23.428571428571427,8.714285714285714,3.9723574688747894,Asheville Fire Department (73930)
2020-12-14,-15.857142857142858,-5.857142857142857,-12.714285714285714,-33.57142857142857,-22.857142857142858,8.0,5.118992853258182,Asheville Fire Department (73930)
2020-12-21,-12.285714285714286,-1.2857142857142858,-19.285714285714285,-29.571428571428573,-23.571428571428573,8.571428571428571,-6.753562435073306,Asheville Fire Department (73930)
2020-12-28,-22.571428571428573,-8.571428571428571,-22.571428571428573,-33.285714285714285,-44.42857142857143,13.142857142857142,5.6538796486702845,Asheville Fire Department (73930)
2020-03-02,6.428571428571429,3.0,7.714285714285714,,1.5714285714285714,-0.2857142857142857,11.591226234083377,Beavercreek Township Fire Department (74600)
2020-03-09,8.714285714285714,6.285714285714286,68.85714285714286,,1.0,-1.0,22.06276058810621,Beavercreek Township Fire Department (74600)
2020-03-16,-3.2857142857142856,25.0,17.285714285714285,,-5.285714285714286,2.857142857142857,28.27627825323678,Beavercreek Township Fire Department (74600)
2020-03-23,-36.285714285714285,6.428571428571429,8.285714285714286,,-33.714285714285715,14.0,16.83563748079877,Beavercreek Township Fire Department (74600)
2020-04-06,-44.714285714285715,-11.285714285714286,48.833333333333336,,-51.42857142857143,19.0,0.6966571574866485,Beavercreek Township Fire Department (74600)
