,date,count,department_name,year,month,day_of_week,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,January,March,May
40642,2020-01-05,29,Torrington Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
16329,2020-01-05,33,Golder Ranch Fire District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
44030,2020-01-05,62,West Palm Beach Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
14354,2020-01-05,26,East Pierce Fire and Rescue,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
5721,2020-01-05,158,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
42448,2020-01-05,512,Washington DC Fire & EMS Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
2412,2020-01-05,194,Anne Arundel County Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
10636,2020-01-05,7,City of Westfield Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
21305,2020-01-05,58,Loudoun County Fire Rescue and EMS,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
6757,2020-01-05,11,Carmel Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
25726,2020-01-05,10,Noblesville Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
26415,2020-01-05,31,Northwest Fire District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
25034,2020-01-05,84,Newport News Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
3641,2020-01-05,9,Beavercreek Township Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
39332,2020-01-05,71,The Villages Public Safety Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
35720,2020-01-05,2,Simsbury Volunteer Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
31246,2020-01-05,66,Richland Fire and Emergency Services,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
7174,2020-01-05,41,Cedar Rapids Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
13722,2020-01-05,47,Delray Beach Fire-Rescue Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
28705,2020-01-05,134,Orlando Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
37243,2020-01-05,5,Southern Platte Fire Protection District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
30556,2020-01-05,9,Plainfield Fire Protection District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
19041,2020-01-05,27,Jersey City Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
34650,2020-01-05,395,San Francisco Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
22262,2020-01-05,379,Memphis Division of Fire Services,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
1028,2020-01-05,262,Albuquerque Fire Rescue,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
27026,2020-01-05,30,Olathe Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
37933,2020-01-05,9,St Louis Park Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
22952,2020-01-05,199,Mesa Fire and Medical Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
33960,2020-01-05,277,Sacramento Metropolitan Fire District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
9443,2020-01-05,47,City of Roseville Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
17025,2020-01-05,52,Hall County Fire Services,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
40004,2020-01-05,3,Toms River Fire District 1,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
23646,2020-01-05,642,Miami-Dade Fire Rescue Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
29718,2020-01-05,66,Pasco Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
33266,2020-01-05,21,Rogers Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
4332,2020-01-05,40,Bellevue Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
337,2020-01-05,26,Adams County Fire Protection District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
20619,2020-01-05,1096,Los Angeles County Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
17775,2020-01-05,17,Jackson County Fire District 3,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
12131,2020-01-05,11,Coral Gables Fire and Rescue Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
27723,2020-01-05,66,Ontario Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
38289,2020-01-05,115,St Lucie County Fire District,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
11454,2020-01-05,479,Columbus Division of Fire,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
5026,2020-01-05,160,Boston Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
31938,2020-01-05,95,Richmond Fire and Emergency Services,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
41084,2020-01-05,18,Town of Manchester Fire-Rescue-EMS Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
2980,2020-01-05,33,Asheville Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
43339,2020-01-05,85,West Metro Fire Rescue,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
24338,2020-01-05,31,New Rochelle Fire Department,2020,January,Sunday,0,0,1,0,0,0,0,1,0,0
35163,2020-01-06,1,Sheridan Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
26416,2020-01-06,41,Northwest Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
33267,2020-01-06,20,Rogers Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
23647,2020-01-06,733,Miami-Dade Fire Rescue Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
33961,2020-01-06,299,Sacramento Metropolitan Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
6080,2020-01-06,83,Cape Coral Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
19927,2020-01-06,177,Lexington Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
41780,2020-01-06,262,Tucson Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
2981,2020-01-06,45,Asheville Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
22263,2020-01-06,398,Memphis Division of Fire Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
20620,2020-01-06,1193,Los Angeles County Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
3642,2020-01-06,16,Beavercreek Township Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
44031,2020-01-06,92,West Palm Beach Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
16330,2020-01-06,54,Golder Ranch Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
18410,2020-01-06,2,Jackson Township Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
40643,2020-01-06,24,Torrington Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
36554,2020-01-06,14,South Adams County Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
10129,2020-01-06,151,City of Saint Paul Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
31939,2020-01-06,136,Richmond Fire and Emergency Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
11455,2020-01-06,569,Columbus Division of Fire,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
5027,2020-01-06,201,Boston Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
338,2020-01-06,14,Adams County Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
19042,2020-01-06,27,Jersey City Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
1029,2020-01-06,262,Albuquerque Fire Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
30557,2020-01-06,11,Plainfield Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
12132,2020-01-06,20,Coral Gables Fire and Rescue Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
4333,2020-01-06,46,Bellevue Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
7803,2020-01-06,1,Cicero Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
10637,2020-01-06,10,City of Westfield Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
21306,2020-01-06,67,Loudoun County Fire Rescue and EMS,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
25727,2020-01-06,14,Noblesville Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
14355,2020-01-06,32,East Pierce Fire and Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
24339,2020-01-06,30,New Rochelle Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
38290,2020-01-06,127,St Lucie County Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
32467,2020-01-06,4,Rincon Valley Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
25035,2020-01-06,102,Newport News Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
17026,2020-01-06,74,Hall County Fire Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
31247,2020-01-06,86,Richland Fire and Emergency Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
22953,2020-01-06,213,Mesa Fire and Medical Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
37244,2020-01-06,5,Southern Platte Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
1720,2020-01-06,58,Alexandria Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
27027,2020-01-06,39,Olathe Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
6758,2020-01-06,23,Carmel Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
41085,2020-01-06,23,Town of Manchester Fire-Rescue-EMS Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
17776,2020-01-06,21,Jackson County Fire District 3,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
39333,2020-01-06,99,The Villages Public Safety Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
37934,2020-01-06,14,St Louis Park Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
13723,2020-01-06,56,Delray Beach Fire-Rescue Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
28706,2020-01-06,138,Orlando Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
42805,2020-01-06,1,Wayne Township Volunteer Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
7175,2020-01-06,26,Cedar Rapids Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
29719,2020-01-06,86,Pasco Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
15646,2020-01-06,6,Fishers Fire and Emergency Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
42449,2020-01-06,568,Washington DC Fire & EMS Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
9444,2020-01-06,53,City of Roseville Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
35721,2020-01-06,1,Simsbury Volunteer Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
34651,2020-01-06,453,San Francisco Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
13106,2020-01-06,15,Delaware Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
5722,2020-01-06,179,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
2413,2020-01-06,254,Anne Arundel County Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
27724,2020-01-06,92,Ontario Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
43340,2020-01-06,120,West Metro Fire Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
15647,2020-01-07,11,Fishers Fire and Emergency Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
13724,2020-01-07,47,Delray Beach Fire-Rescue Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
20621,2020-01-07,1165,Los Angeles County Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
28707,2020-01-07,145,Orlando Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
13107,2020-01-07,19,Delaware Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
7176,2020-01-07,44,Cedar Rapids Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
33268,2020-01-07,19,Rogers Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
24340,2020-01-07,28,New Rochelle Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
43341,2020-01-07,105,West Metro Fire Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
35164,2020-01-07,1,Sheridan Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
25728,2020-01-07,14,Noblesville Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
16331,2020-01-07,44,Golder Ranch Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
14999,2020-01-07,3,Fairmount Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
6081,2020-01-07,71,Cape Coral Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
18411,2020-01-07,3,Jackson Township Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
42450,2020-01-07,548,Washington DC Fire & EMS Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
40644,2020-01-07,19,Torrington Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
29720,2020-01-07,72,Pasco Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
37935,2020-01-07,7,St Louis Park Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
41086,2020-01-07,32,Town of Manchester Fire-Rescue-EMS Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
39334,2020-01-07,110,The Villages Public Safety Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
3643,2020-01-07,12,Beavercreek Township Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
44032,2020-01-07,68,West Palm Beach Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
31248,2020-01-07,72,Richland Fire and Emergency Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
32468,2020-01-07,4,Rincon Valley Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
25036,2020-01-07,66,Newport News Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
2982,2020-01-07,35,Asheville Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
17027,2020-01-07,72,Hall County Fire Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
33962,2020-01-07,280,Sacramento Metropolitan Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
2414,2020-01-07,280,Anne Arundel County Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
22954,2020-01-07,216,Mesa Fire and Medical Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
26417,2020-01-07,61,Northwest Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
22264,2020-01-07,400,Memphis Division of Fire Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
37245,2020-01-07,7,Southern Platte Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
41781,2020-01-07,276,Tucson Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
1721,2020-01-07,76,Alexandria Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
27028,2020-01-07,42,Olathe Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
30558,2020-01-07,14,Plainfield Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
6759,2020-01-07,18,Carmel Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
5723,2020-01-07,139,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
19928,2020-01-07,166,Lexington Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
36555,2020-01-07,26,South Adams County Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
17777,2020-01-07,19,Jackson County Fire District 3,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
35722,2020-01-07,1,Simsbury Volunteer Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
38291,2020-01-07,156,St Lucie County Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
7804,2020-01-07,2,Cicero Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
23648,2020-01-07,693,Miami-Dade Fire Rescue Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
10130,2020-01-07,127,City of Saint Paul Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
9445,2020-01-07,56,City of Roseville Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
4334,2020-01-07,67,Bellevue Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
339,2020-01-07,25,Adams County Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
12133,2020-01-07,24,Coral Gables Fire and Rescue Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
1030,2020-01-07,282,Albuquerque Fire Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
10638,2020-01-07,10,City of Westfield Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
27725,2020-01-07,98,Ontario Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
21307,2020-01-07,88,Loudoun County Fire Rescue and EMS,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
5028,2020-01-07,222,Boston Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
19043,2020-01-07,36,Jersey City Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
14356,2020-01-07,33,East Pierce Fire and Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
34652,2020-01-07,377,San Francisco Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
11456,2020-01-07,567,Columbus Division of Fire,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
31940,2020-01-07,107,Richmond Fire and Emergency Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
31249,2020-01-08,78,Richland Fire and Emergency Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
6760,2020-01-08,20,Carmel Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
5724,2020-01-08,155,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
14357,2020-01-08,25,East Pierce Fire and Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
3644,2020-01-08,18,Beavercreek Township Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
39335,2020-01-08,106,The Villages Public Safety Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
41087,2020-01-08,18,Town of Manchester Fire-Rescue-EMS Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
10131,2020-01-08,110,City of Saint Paul Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
17778,2020-01-08,29,Jackson County Fire District 3,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
20622,2020-01-08,1116,Los Angeles County Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
27726,2020-01-08,74,Ontario Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
37936,2020-01-08,10,St Louis Park Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
15648,2020-01-08,16,Fishers Fire and Emergency Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
35165,2020-01-08,2,Sheridan Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
13725,2020-01-08,54,Delray Beach Fire-Rescue Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
19044,2020-01-08,31,Jersey City Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
43342,2020-01-08,115,West Metro Fire Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
4335,2020-01-08,41,Bellevue Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
32469,2020-01-08,7,Rincon Valley Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
9446,2020-01-08,59,City of Roseville Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
17028,2020-01-08,73,Hall County Fire Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
2983,2020-01-08,44,Asheville Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
22265,2020-01-08,419,Memphis Division of Fire Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
21308,2020-01-08,87,Loudoun County Fire Rescue and EMS,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
44033,2020-01-08,76,West Palm Beach Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
26418,2020-01-08,47,Northwest Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
22955,2020-01-08,230,Mesa Fire and Medical Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
30559,2020-01-08,12,Plainfield Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
10639,2020-01-08,12,City of Westfield Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
2415,2020-01-08,247,Anne Arundel County Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
41782,2020-01-08,248,Tucson Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
27029,2020-01-08,33,Olathe Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
1722,2020-01-08,49,Alexandria Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
7805,2020-01-08,1,Cicero Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
12134,2020-01-08,19,Coral Gables Fire and Rescue Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
25037,2020-01-08,83,Newport News Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
37246,2020-01-08,3,Southern Platte Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
35723,2020-01-08,1,Simsbury Volunteer Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
19929,2020-01-08,155,Lexington Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
28708,2020-01-08,153,Orlando Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
40005,2020-01-08,3,Toms River Fire District 1,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
24341,2020-01-08,26,New Rochelle Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
340,2020-01-08,16,Adams County Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
25729,2020-01-08,14,Noblesville Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
23649,2020-01-08,682,Miami-Dade Fire Rescue Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
16332,2020-01-08,53,Golder Ranch Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
15000,2020-01-08,3,Fairmount Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
6082,2020-01-08,53,Cape Coral Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
34653,2020-01-08,392,San Francisco Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
5029,2020-01-08,192,Boston Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
11457,2020-01-08,561,Columbus Division of Fire,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
42451,2020-01-08,565,Washington DC Fire & EMS Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
40645,2020-01-08,31,Torrington Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
36556,2020-01-08,27,South Adams County Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
31941,2020-01-08,117,Richmond Fire and Emergency Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
29721,2020-01-08,78,Pasco Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
33269,2020-01-08,26,Rogers Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
33963,2020-01-08,279,Sacramento Metropolitan Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
38292,2020-01-08,137,St Lucie County Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
1031,2020-01-08,296,Albuquerque Fire Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
13108,2020-01-08,16,Delaware Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
