department_name,date,retail/recreation_avg,grocery/pharmacy_avg,parks_avg,workplace_avg,residential_avg,level_1,avg_change_baseline_incidents
Cicero Fire Department,2020-04-13,-50.285714285714285,-20.714285714285715,43.857142857142854,-59.57142857142857,22.857142857142858,7887,1.4513819739276346
Cicero Fire Department,2020-04-20,-47.0,-21.0,15.428571428571429,-59.57142857142857,24.857142857142858,7892,-3.378254122574474
Cicero Fire Department,2020-05-11,-32.285714285714285,-7.571428571428571,52.57142857142857,-52.857142857142854,20.714285714285715,7904,-24.541529595501746
Cicero Fire Department,2020-05-18,-24.714285714285715,-8.857142857142858,58.0,-49.857142857142854,19.857142857142858,7910,-24.44330443927438
Cicero Fire Department,2020-05-25,-19.0,-5.714285714285714,91.42857142857143,-52.142857142857146,18.714285714285715,7917,-10.84297414847716
City of Fort Myers Fire Department,2020-02-17,5.666666666666667,1.3333333333333333,17.333333333333332,-6.666666666666667,0.6666666666666666,8813,25.403710407103134
City of Fort Myers Fire Department,2020-03-02,8.285714285714286,3.7142857142857144,4.0,1.0,-0.2857142857142857,8820,-14.211303185750902
City of Fort Myers Fire Department,2020-03-09,6.0,5.285714285714286,4.142857142857143,0.42857142857142855,0.14285714285714285,8826,-33.97089473276687
City of Fort Myers Fire Department,2020-03-16,-1.1428571428571428,11.714285714285714,8.714285714285714,-5.0,2.4285714285714284,8833,-40.03023225299715
City of Fort Myers Fire Department,2020-03-23,-30.428571428571427,0.2857142857142857,-27.857142857142858,-26.428571428571427,10.142857142857142,8839,-40.49881535323799
City of Fort Myers Fire Department,2020-03-30,-47.0,-20.285714285714285,-52.714285714285715,-37.0,14.571428571428571,8846,-16.08569643030379
City of Fort Myers Fire Department,2020-04-06,-51.142857142857146,-25.0,-64.85714285714286,-43.285714285714285,16.571428571428573,8853,1.4086829397654108
City of Fort Myers Fire Department,2020-04-13,-55.0,-30.142857142857142,-67.42857142857143,-46.857142857142854,17.428571428571427,8860,-5.146777406249254
City of Fort Myers Fire Department,2020-04-20,-50.142857142857146,-25.285714285714285,-66.57142857142857,-42.42857142857143,16.571428571428573,8867,-4.931948147402159
City of Fort Myers Fire Department,2020-04-27,-48.42857142857143,-23.857142857142858,-64.28571428571429,-41.142857142857146,15.857142857142858,8874,-1.8312800678169203
City of Fort Myers Fire Department,2020-05-04,-43.57142857142857,-19.0,-41.142857142857146,-37.57142857142857,13.142857142857142,8881,5.123839775880868
City of Fort Myers Fire Department,2020-05-11,-36.285714285714285,-14.571428571428571,-35.285714285714285,-34.0,11.428571428571429,8888,-8.015800216899
City of Fort Myers Fire Department,2020-05-18,-34.42857142857143,-17.285714285714285,-38.142857142857146,-31.857142857142858,10.571428571428571,8895,8.424018682806786
City of Fort Myers Fire Department,2020-05-25,-31.142857142857142,-16.285714285714285,-34.57142857142857,-34.42857142857143,11.0,8902,17.127331589527238
City of Saint Paul Fire Department,2020-02-17,5.333333333333333,1.0,21.0,-7.666666666666667,1.3333333333333333,10186,-2.2367346084635398
City of Saint Paul Fire Department,2020-02-24,4.142857142857143,2.7142857142857144,9.142857142857142,3.142857142857143,-0.7142857142857143,10193,-2.291418290335755
City of Saint Paul Fire Department,2020-03-02,7.0,7.571428571428571,14.285714285714286,4.0,-1.0,10200,0.23666894274196235
City of Saint Paul Fire Department,2020-03-09,5.142857142857143,9.714285714285714,28.142857142857142,1.4285714285714286,-0.5714285714285714,10207,-0.0590415596116539
City of Saint Paul Fire Department,2020-03-16,-5.142857142857143,14.142857142857142,1.8571428571428572,-8.428571428571429,3.857142857142857,10214,-3.268879594524967
City of Saint Paul Fire Department,2020-03-23,-44.285714285714285,-1.4285714285714286,1.0,-35.57142857142857,16.285714285714285,10221,-8.562901836238042
City of Saint Paul Fire Department,2020-03-30,-52.285714285714285,-17.0,15.857142857142858,-47.0,20.428571428571427,10228,-10.260127479354006
City of Saint Paul Fire Department,2020-04-06,-51.285714285714285,-15.285714285714286,31.285714285714285,-50.57142857142857,21.285714285714285,10235,-9.327379513867887
City of Saint Paul Fire Department,2020-04-13,-54.57142857142857,-17.857142857142858,9.714285714285714,-52.857142857142854,21.571428571428573,10241,-11.457998449648704
City of Saint Paul Fire Department,2020-04-20,-48.714285714285715,-14.857142857142858,22.571428571428573,-48.857142857142854,20.571428571428573,10248,-7.8819004004387425
City of Saint Paul Fire Department,2020-04-27,-45.142857142857146,-11.428571428571429,73.71428571428571,-48.142857142857146,18.285714285714285,10255,-0.5941328177336805
City of Saint Paul Fire Department,2020-05-04,-42.0,-6.571428571428571,65.57142857142857,-46.857142857142854,16.285714285714285,10262,0.07698636112216521
City of Saint Paul Fire Department,2020-05-11,-39.857142857142854,-2.5714285714285716,53.57142857142857,-45.142857142857146,17.0,10268,-0.8000757335732315
City of Saint Paul Fire Department,2020-05-18,-41.42857142857143,-7.285714285714286,53.857142857142854,-44.42857142857143,16.571428571428573,10275,4.334095987844107
City of Saint Paul Fire Department,2020-05-25,-36.142857142857146,-3.4285714285714284,100.57142857142857,-47.0,15.0,10282,6.824610389596759
City of Westfield Fire Department,2020-02-17,8.666666666666666,1.3333333333333333,37.666666666666664,-6.666666666666667,0.6666666666666666,10693,-32.5418797306992
City of Westfield Fire Department,2020-03-02,2.142857142857143,1.0,1.7142857142857142,1.1428571428571428,0.14285714285714285,10706,-19.755877837703615
City of Westfield Fire Department,2020-03-09,7.571428571428571,5.571428571428571,44.714285714285715,1.0,-0.5714285714285714,10713,-33.46498479648223
City of Westfield Fire Department,2020-03-16,-3.5714285714285716,18.0,21.571428571428573,-10.142857142857142,4.428571428571429,10720,-21.661450385790744
City of Westfield Fire Department,2020-03-23,-39.857142857142854,-0.7142857142857143,11.428571428571429,-43.0,18.0,10727,-29.835425384382017
City of Westfield Fire Department,2020-03-30,-51.42857142857143,-23.0,33.714285714285715,-56.0,22.714285714285715,10734,-22.662056475975117
City of Westfield Fire Department,2020-04-06,-49.857142857142854,-21.142857142857142,57.142857142857146,-58.42857142857143,23.142857142857142,10741,2.555731458957428
City of Westfield Fire Department,2020-04-13,-50.285714285714285,-20.714285714285715,43.857142857142854,-59.57142857142857,22.857142857142858,10747,14.084818766728688
City of Westfield Fire Department,2020-04-20,-47.0,-21.0,15.428571428571429,-59.57142857142857,24.857142857142858,10754,-39.467765302575735
City of Westfield Fire Department,2020-05-04,-37.857142857142854,-11.714285714285714,77.0,-55.714285714285715,21.0,10766,-27.12822589295299
City of Westfield Fire Department,2020-05-11,-32.285714285714285,-7.571428571428571,52.57142857142857,-52.857142857142854,20.714285714285715,10773,-3.172213515598222
City of Westfield Fire Department,2020-05-18,-24.714285714285715,-8.857142857142858,58.0,-49.857142857142854,19.857142857142858,10780,-24.330584864425195
City of Westfield Fire Department,2020-05-25,-19.0,-5.714285714285714,91.42857142857143,-52.142857142857146,18.714285714285715,10787,-14.235382790178976
Coral Gables Fire and Rescue Department,2020-02-17,-0.6666666666666666,-2.0,3.0,-8.333333333333334,2.3333333333333335,12189,20.330268008241596
Coral Gables Fire and Rescue Department,2020-02-24,0.8571428571428571,0.14285714285714285,3.7142857142857144,2.0,0.0,12196,12.30098223456584
Coral Gables Fire and Rescue Department,2020-03-02,3.2857142857142856,3.142857142857143,-3.857142857142857,2.142857142857143,-0.2857142857142857,12203,-1.3485143580350976
Coral Gables Fire and Rescue Department,2020-03-09,2.0,4.571428571428571,-5.142857142857143,1.8571428571428572,0.2857142857142857,12210,-3.777910564466353
Coral Gables Fire and Rescue Department,2020-03-16,-4.857142857142857,14.0,-10.285714285714286,-3.142857142857143,3.2857142857142856,12217,-3.9999536822685786
Coral Gables Fire and Rescue Department,2020-03-23,-35.0,-1.8571428571428572,-52.57142857142857,-31.857142857142858,16.142857142857142,12223,-27.852107958905172
Coral Gables Fire and Rescue Department,2020-03-30,-50.0,-25.714285714285715,-70.28571428571429,-46.42857142857143,23.0,12230,-25.425028331606136
Coral Gables Fire and Rescue Department,2020-04-06,-51.57142857142857,-26.285714285714285,-72.57142857142857,-49.857142857142854,24.285714285714285,12237,-28.682265289177273
Coral Gables Fire and Rescue Department,2020-04-13,-55.142857142857146,-31.714285714285715,-72.85714285714286,-52.285714285714285,25.428571428571427,12244,-17.418119403439707
Coral Gables Fire and Rescue Department,2020-04-20,-51.285714285714285,-26.857142857142858,-70.14285714285714,-48.285714285714285,23.714285714285715,12250,-32.836609621557415
Coral Gables Fire and Rescue Department,2020-04-27,-49.57142857142857,-26.571428571428573,-70.0,-46.57142857142857,22.857142857142858,12257,-28.685329463753703
Coral Gables Fire and Rescue Department,2020-05-04,-44.714285714285715,-21.285714285714285,-60.0,-43.57142857142857,19.857142857142858,12262,-30.736332207414005
Coral Gables Fire and Rescue Department,2020-05-11,-42.42857142857143,-15.714285714285714,-58.142857142857146,-40.857142857142854,19.0,12269,-24.186774546521075
Coral Gables Fire and Rescue Department,2020-05-18,-42.857142857142854,-21.285714285714285,-59.142857142857146,-38.857142857142854,19.142857142857142,12276,-14.707106743491648
Coral Gables Fire and Rescue Department,2020-05-25,-39.57142857142857,-20.857142857142858,-60.714285714285715,-40.285714285714285,18.857142857142858,12283,-15.116600663769475
Delaware Fire Department,2020-02-17,13.333333333333334,-1.3333333333333333,28.0,-9.0,1.3333333333333333,13165,24.523718771175606
Delaware Fire Department,2020-02-24,3.142857142857143,-0.42857142857142855,32.0,3.2857142857142856,-0.8571428571428571,13172,-3.849228498867199
Delaware Fire Department,2020-03-02,4.857142857142857,2.0,9.428571428571429,0.2857142857142857,0.2857142857142857,13179,3.798562095744013
Delaware Fire Department,2020-03-16,-4.142857142857143,19.857142857142858,36.857142857142854,-8.857142857142858,4.857142857142857,13193,-5.400146895237181
