date,department_name,intercept,component_1,component_2,avg_change_baseline_incidents,day_of_the_year
2020-03-02,St Louis Park Fire Department,1,11.675675250485154,-49.05918414297485,-13.879820459243778,62
2020-03-09,St Louis Park Fire Department,1,28.766508985147613,-43.837336861499715,-3.385281454745316,69
2020-03-16,St Louis Park Fire Department,1,6.443972949051361,-39.91325741004547,-12.41756384387585,76
2020-03-23,St Louis Park Fire Department,1,-8.22851256122507,17.889143364598944,-25.93850950602836,83
2020-03-30,St Louis Park Fire Department,1,-2.0612843603698088,39.24779425047283,-17.811682455949136,90
2020-04-06,St Louis Park Fire Department,1,10.37033818345057,45.539313143038406,-9.737931370474282,97
2020-04-13,St Louis Park Fire Department,1,-11.946246878412643,41.750650631086486,-22.948748157430703,104
2020-04-20,St Louis Park Fire Department,1,-2.6501800111730507,38.38130573161544,-18.088671127165817,111
2020-04-27,St Louis Park Fire Department,1,55.49691802024882,54.4775346833327,-27.58798151800717,118
2020-05-04,St Louis Park Fire Department,1,51.02172765003352,48.215908244577975,-13.640522357380194,125
2020-05-11,St Louis Park Fire Department,1,33.74530435526293,38.816233874835895,-27.899779396719246,132
2020-05-18,St Louis Park Fire Department,1,36.593860343790126,41.907030214573865,-34.31464269806482,139
2020-05-25,St Louis Park Fire Department,1,80.47693057903072,54.05040031661908,-29.76595156916134,146
2020-02-17,The Villages Public Safety Department,1,-13.809087023513548,-52.31028122496483,0.5695612857204652,48
2020-02-24,The Villages Public Safety Department,1,-15.664019988852866,-54.39795409309071,4.059526270217381,55
2020-03-02,The Villages Public Safety Department,1,-17.39455609274877,-58.73844746128695,8.326230261331471,62
2020-03-09,The Villages Public Safety Department,1,-14.504925221120251,-57.8234967281277,5.786165136304618,69
2020-03-16,The Villages Public Safety Department,1,-16.813575614768478,-51.21204766232916,-9.953305300690298,76
2020-03-23,The Villages Public Safety Department,1,-36.15182645963974,-17.455728595130005,-21.067823691506515,83
2020-03-30,The Villages Public Safety Department,1,-53.396385562499084,-0.2298503691867839,-30.602626897305274,90
2020-04-06,The Villages Public Safety Department,1,-68.11173612952707,3.7511848051777297,-35.574894753307795,97
2020-04-13,The Villages Public Safety Department,1,-69.20268259721657,10.089655933855592,-37.376964352652045,104
2020-04-20,The Villages Public Safety Department,1,-75.68401568941621,4.324958464168847,-42.4662410611012,111
2020-04-27,The Villages Public Safety Department,1,-65.59435060968214,1.5239215831234245,-34.86165637735724,118
2020-05-04,The Villages Public Safety Department,1,-59.93312897165823,-4.932357520245634,-37.43256542772343,125
2020-05-11,The Villages Public Safety Department,1,-53.68201453772642,-12.123857131548737,-31.274323851525185,132
2020-05-18,The Villages Public Safety Department,1,-57.363922669526175,-15.052481465518277,-31.16839373451085,139
2020-05-25,The Villages Public Safety Department,1,-56.142574698899445,-16.253964688535753,-23.641001347328224,146
2020-02-24,Toms River Fire District 1,1,27.751416487363624,-41.158285148470256,-4.715726185008224,55
2020-03-02,Toms River Fire District 1,1,6.538277149721955,-49.0949546333379,-1.1537618279084418,62
2020-03-09,Toms River Fire District 1,1,42.073782946851985,-40.16939184933887,-8.258178641847296,69
2020-03-23,Toms River Fire District 1,1,-13.764921890246384,5.87778846282338,-24.10988434405752,83
2020-03-30,Toms River Fire District 1,1,-31.832728809022328,24.052231655671765,-40.39375806424261,90
2020-04-06,Toms River Fire District 1,1,-34.188261582807534,22.665259790026674,-21.365269362039648,97
2020-04-13,Toms River Fire District 1,1,-48.12770565239449,28.50961337691792,10.277306899788565,104
2020-04-20,Toms River Fire District 1,1,-39.443377472706445,25.950497821512737,12.444442724255678,111
2020-04-27,Toms River Fire District 1,1,-41.05542832900072,22.434428939151044,-11.450575711391409,118
2020-05-04,Toms River Fire District 1,1,9.752857307772176,28.79233981900977,-18.723029081335675,125
2020-05-11,Toms River Fire District 1,1,6.627244088804024,21.911312611346535,-4.144185140784187,132
2020-05-18,Toms River Fire District 1,1,53.00702343719073,32.6611632688374,8.949736269992085,139
2020-05-25,Toms River Fire District 1,1,51.187747083764364,29.87905169632885,13.49888850099737,146
2020-04-20,Washington DC Fire & EMS Department,1,-90.50868021696816,26.549383962840913,-21.279025435501875,111
2020-04-27,Washington DC Fire & EMS Department,1,-95.26121450802357,26.079098816496632,-19.961331150781536,118
2020-05-04,Washington DC Fire & EMS Department,1,-83.41301507033862,23.470356419713166,-11.07824138194554,125
2020-05-11,Washington DC Fire & EMS Department,1,-87.166153558099,20.705397850792437,-22.3277531984879,132
2020-05-18,Washington DC Fire & EMS Department,1,-74.32561673163859,23.34167337289088,-19.36467557212913,139
2020-05-25,Washington DC Fire & EMS Department,1,-71.4432060520524,24.336832706114407,-19.83236693510674,146
2020-03-02,Wayne Township Volunteer Fire Department,1,0.7919864906721966,-47.976586499943274,6.088104714053224,62
2020-04-06,Wayne Township Volunteer Fire Department,1,24.538040696202867,50.916014755240866,10.662277707414583,97
2020-05-04,Wayne Township Volunteer Fire Department,1,48.3157312836733,45.7331155690869,-32.11843848015028,125
2020-02-17,West Palm Beach Fire Department,1,3.065698069851582,-42.04814896243477,7.818731490804043,48
2020-02-24,West Palm Beach Fire Department,1,4.6841190836373325,-46.35122787596759,1.1449493409254268,55
2020-03-02,West Palm Beach Fire Department,1,4.712531652185634,-47.008157744149806,2.6459351056477693,62
2020-03-09,West Palm Beach Fire Department,1,1.3276481730846823,-48.292325368555574,6.830485614940563,69
2020-03-16,West Palm Beach Fire Department,1,4.333403941995066,-43.23801674744347,-4.779152873450868,76
2020-03-23,West Palm Beach Fire Department,1,-36.02253854267687,-16.02672205627381,-7.079304788456517,83
2020-03-30,West Palm Beach Fire Department,1,-71.9126622896154,-4.071728404392617,-16.777418922649584,90
2020-04-06,West Palm Beach Fire Department,1,-86.28663703137343,-0.9801121385543898,-10.006094849381176,97
2020-04-13,West Palm Beach Fire Department,1,-88.77438001608073,4.895228198926876,-13.967206466432827,104
2020-04-20,West Palm Beach Fire Department,1,-86.09211973513509,0.2399135126760408,-9.11001186028962,111
2020-04-27,West Palm Beach Fire Department,1,-83.41680752756753,-0.7940724649228423,-11.558952406444956,118
2020-05-04,West Palm Beach Fire Department,1,-63.70195059774573,0.0014835628140415337,-18.619050841480487,125
2020-05-11,West Palm Beach Fire Department,1,-59.67202068533951,-3.7691356355618413,-18.06464103549982,132
2020-05-18,West Palm Beach Fire Department,1,-58.67368443156586,-6.382947164867272,-19.93840812053399,139
2020-05-25,West Palm Beach Fire Department,1,-53.14065739025416,-4.474269844050032,-0.6213624244952862,146
